SCHOOL CODE,COUNTY,PUBLIC/  PRIVATE,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,UTD_NUM,UTD_PCT,PME_NUM,PME_PCT,PBE_NUM,PBE_PCT,REPORTED
6058382,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ORVILLE WRIGHT MIDDLE,193,189,98,0,0,4,2,Y
6058226,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,PALMS MIDDLE,482,467,97,0,0,15,3,Y
0117846,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,PARA LOS NINOS MIDDLE,60,60,100,0,0,0,0,Y
6058267,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,PAUL REVERE MIDDLE,710,624,88,1,0,85,12,Y
6107064,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,PIO PICO MIDDLE,226,226,100,0,0,0,0,Y
6057988,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,RALPH WALDO EMERSON MIDDLE, ,,,,,,,N
0101683,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,RENAISSANCE ARTS ACADEMY,81,63,78,0,0,18,22,Y
0102764,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,RICHARD A. ALONZO COMMUNITY DAY, ,,,,,,,N
0124222,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,RISE KOHYANG MIDDLE,77,77,100,0,0,0,0,Y
6058317,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ROBERT LOUIS STEVENSON MIDDLE,621,621,100,0,0,0,0,Y
0119701,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SAL CASTRO MIDDLE,173,173,100,0,0,0,0,Y
6058028,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SAMUEL GOMPERS MIDDLE, ,,,,,,,N
0119974,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SANTA ROSA CHARTER ACADEMY, ,,,,,,,N
6060586,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SOPHIA T. SALVIN SPECIAL EDUCATION CENTER,15,14,93,1,7,0,0,Y
0100669,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,STELLA MIDDLE CHARTER ACADEMY,175,175,100,0,0,0,0,Y
0127829,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,STUDIO, ,,,,,,,N
0117895,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SYNERGY KINETIC ACADEMY,157,156,99,0,0,1,1,Y
0122242,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,TEACH ACADEMY OF TECHNOLOGIES, ,,,,,,,N
6019475,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,THIRTY-SECOND STREET USC PERFORMING ARTS,162,161,99,1,1,0,0,Y
6061444,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,THOMAS A. EDISON MIDDLE, ,,,,,,,N
1930692,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,THOMAS RILEY HIGH, ,,,,,,,N
6058085,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,THOMAS STARR KING MIDDLE,620,605,98,1,0,14,2,Y
1996073,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,TRI-C COMMUNITY DAY, ,,,,,,,N
0119693,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,UCLA COMMUNITY,65,65,100,0,0,0,0,Y
0127951,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,URBAN VILLAGE MIDDLE,22,20,91,0,0,2,9,Y
6019632,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,UTAH STREET ELEMENTARY,65,65,100,0,0,0,0,Y
6019749,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,VERNON CITY ELEMENTARY, ,,,,,,,N
6117048,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,VIEW PARK PREPARATORY ACCELERATED CHARTER, ,,,,,,,N
6121081,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,VIEW PARK PREPARATORY ACCELERATED CHARTER MIDDLE,117,107,91,0,0,10,9,Y
6058341,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,VIRGIL MIDDLE,345,344,100,0,0,1,0,Y
0122739,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,VISTA CHARTER MIDDLE,134,133,99,0,0,1,1,Y
6058077,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WASHINGTON IRVING MIDDLE,240,235,98,0,0,5,2,Y
0120527,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WATTS LEARNING CENTER CHARTER MIDDLE,139,139,100,0,0,0,0,Y
0112011,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WILLIAM JEFFERSON CLINTON MIDDLE,307,307,100,0,0,0,0,Y
6119929,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,XINAXCALMECAC ACADEMIA SEMILLAS DEL PUEBLO,37,23,62,0,0,14,38,Y
0119735,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,YOUNG OAK KIM ACADEMY,307,306,100,0,0,1,0,Y
1931054,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,MARINA DEL REY,WESTSIDE GLOBAL AWARENESS MAGNET,84,69,82,0,0,15,18,Y
6058291,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NORTH HILLS,FRANCISCO SEPULVEDA MIDDLE,590,586,99,0,0,4,1,Y
0122838,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NORTH HILLS,VALLEY CHARTER MIDDLE,63,63,100,0,0,0,0,Y
6069157,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,BERENECE CARLSON HOME HOSPITAL,26,22,85,3,12,1,4,Y
0123166,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,CELERITY PALMATI CHARTER,25,25,100,0,0,0,0,Y
6061519,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,JAMES MADISON MIDDLE,570,568,100,0,0,2,0,Y
0128371,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,NEW HORIZONS CHARTER ACADEMY, ,,,,,,,N
0117044,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,ROY ROMER MIDDLE,413,409,99,0,0,4,1,Y
6062699,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,WALTER REED MIDDLE,536,526,98,0,0,10,2,Y
6061543,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NORTHRIDGE,ALFRED B. NOBEL CHARTER MIDDLE,866,850,98,0,0,16,2,Y
0117655,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NORTHRIDGE,MAGNOLIA SCIENCE ACADEMY 7, ,,,,,,,N
6058200,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NORTHRIDGE,NORTHRIDGE MIDDLE,260,258,99,0,0,2,1,Y
6058069,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NORTHRIDGE,OLIVER WENDELL HOLMES MIDDLE,532,528,99,0,0,4,1,Y
0106872,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,PACOIMA,BERT CORONA CHARTER,120,117,98,0,0,3,3,Y
6058101,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,PACOIMA,CHARLES MACLAY MIDDLE, ,,,,,,,N
6058218,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,PACOIMA,PACOIMA MIDDLE,485,485,100,0,0,0,0,Y
0120022,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,PACOIMA,VALOR ACADEMY CHARTER,120,118,98,0,0,2,2,Y
0106971,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,PANORAMA CITY,VISTA MIDDLE, ,,,,,,,N
0128355,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,PLAYA VISTA,THE INCUBATOR, ,,,,,,,N
0126607,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,PORTER RANCH,PORTER RANCH COMMUNITY,108,106,98,0,0,2,2,Y
6061436,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,RANCHO PALOS VERDES,RUDECINDA SEPULVEDA DODSON MIDDLE,614,608,99,0,0,6,1,Y
6119945,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,RESEDA,MAGNOLIA SCIENCE ACADEMY,83,82,99,0,0,1,1,Y
1933233,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,RESEDA,SHERMAN OAKS CENTER FOR ENRICHED STUDIES,225,220,98,0,0,5,2,Y
6060578,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,RESEDA,SVEN LOKRANTZ SPECIAL EDUCATION CENTER, ,,,,,,,N
0120055,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SAN FERNANDO,NUEVA ESPERANZA CHARTER ACADEMY, ,,,,,,,N
0125971,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SAN FERNANDO,SAN FERNANDO INSTITUTE OF APPLIED MEDIA,142,142,100,0,0,0,0,Y
6058283,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SAN FERNANDO,SAN FERNANDO MIDDLE,270,270,100,0,0,0,0,Y
6019715,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SAN FERNANDO,VAUGHN NEXT CENTURY LEARNING CENTER,199,199,100,0,0,0,0,Y
6060503,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SAN PEDRO,ERNEST P. WILLENBERG SPECIAL EDUCATION CENTER,18,17,94,0,0,1,6,Y
6057954,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SAN PEDRO,RICHARD HENRY DANA MIDDLE,561,539,96,0,0,22,4,Y
0101329,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SAN PEDRO,WILLIAM J. JOHNSTON COMMUNITY DAY, ,,,,,,,N
0115113,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SHERMAN OAKS,"IVY BOUND ACADEMY OF MATH, SCIENCE, AND TECHNOLOGY CHARTER MIDDLE",61,56,92,0,0,5,8,Y
6058150,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SHERMAN OAKS,ROBERT A. MILLIKAN MIDDLE,740,706,95,10,1,24,3,Y
0107011,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SOUTH GATE,INTERNATIONAL STUDIES LEARNING CENTER,138,137,99,0,0,1,1,Y
6058309,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SOUTH GATE,SOUTH GATE MIDDLE,794,791,100,0,0,3,0,Y
0106989,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SOUTH GATE,SOUTHEAST MIDDLE,398,397,100,0,0,1,0,Y
0123984,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SUN VALLEY,CELERITY CARDINAL CHARTER, ,,,,,,,N
6057905,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SUN VALLEY,RICHARD E. BYRD MIDDLE,544,544,100,0,0,0,0,Y
6061600,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SUN VALLEY,SUN VALLEY MIDDLE,336,336,100,0,0,0,0,Y
6058168,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SUNLAND,MT. GLEASON MIDDLE,347,340,98,0,0,7,2,Y
6061550,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SYLMAR,OLIVE VISTA MIDDLE,380,378,99,0,0,2,1,Y
0126599,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SYLMAR,SYLMAR LEADERSHIP ACADEMY,107,106,99,0,0,1,1,Y
0112193,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SYLMAR,TRIUMPH ACADEMY,118,118,100,0,0,0,0,Y
6061584,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,TARZANA,GASPAR DE PORTOLA MIDDLE,611,599,98,0,0,12,2,Y
0115212,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,MAGNOLIA SCIENCE ACADEMY 2,93,93,100,0,0,0,0,Y
6058002,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,ROBERT FULTON COLLEGE PREPARATORY,286,283,99,1,0,2,1,Y
1931716,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,VALLEY ALTERNATIVE MAGNET,56,56,100,0,0,0,0,Y
6058333,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,VAN NUYS MIDDLE,447,447,100,0,0,0,0,Y
6058184,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,WILLIAM MULHOLLAND MIDDLE,443,439,99,1,0,3,1,Y
0127936,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,WALNUT PARK,PREPA TEC - LOS ANGELES,44,44,100,0,0,0,0,Y
0126458,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,WALNUT PARK,WALNUT PARK MIDDLE A SCHOOL OF SOCIAL JUSTICE AND SERVICE LEARNING,404,404,100,0,0,0,0,Y
0126466,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,WALNUT PARK,"WALNUT PARK MIDDLE B SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS ACADEMY", ,,,,,,,N
1932391,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,WEST HOLLYWOOD,WEST HOLLYWOOD OPPORTUNITY, ,,,,,,,N
0126581,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,WILMINGTON,HARRY BRIDGES SPAN,184,184,100,0,0,0,0,Y
6058374,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,WILMINGTON,WILMINGTON MIDDLE,472,470,100,0,0,2,0,Y
0109884,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,WINNETKA,JAMES JORDAN MIDDLE,103,103,100,0,0,0,0,Y
6119531,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,WOODLAND HILLS,CHIME INSTITUTE'S SCHWARZENEGGER COMMUNITY,79,52,66,0,0,27,34,Y
6061477,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,WOODLAND HILLS,GEORGE ELLERY HALE CHARTER ACADEMY,589,567,96,2,0,20,3,Y
0106351,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,WOODLAND HILLS,IVY ACADEMIA, ,,,,,,,N
6061568,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,WOODLAND HILLS,WOODLAND HILLS ACADEMY,387,379,98,0,0,8,2,Y
6020093,LOS ANGELES,PUBLIC,LOS NIETOS,LOS NIETOS,LOS NIETOS MIDDLE,198,196,99,1,1,1,1,Y
6020101,LOS ANGELES,PUBLIC,LOS NIETOS,SANTA FE SPRINGS,RANCHO SANTA GERTRUDES ELEMENTARY, ,,,,,,,N
6020077,LOS ANGELES,PUBLIC,LOS NIETOS,WHITTIER,ADA S. NELSON ELEMENTARY, ,,,,,,,N
6020085,LOS ANGELES,PUBLIC,LOS NIETOS,WHITTIER,AEOLIAN ELEMENTARY, ,,,,,,,N
6020218,LOS ANGELES,PUBLIC,LOWELL JOINT,WHITTIER,RANCHO-STARBUCK INTERMEDIATE,386,377,98,0,0,9,2,Y
0108399,LOS ANGELES,PUBLIC,LYNWOOD UNIFIED,LYNWOOD,CESAR CHAVEZ MIDDLE,281,279,99,0,0,2,1,Y
6115539,LOS ANGELES,PUBLIC,LYNWOOD UNIFIED,LYNWOOD,HOSLER MIDDLE,332,331,100,0,0,1,0,Y
0127845,LOS ANGELES,PUBLIC,LYNWOOD UNIFIED,LYNWOOD,LYNWOOD COMMUNITY DAY, ,,,,,,,N
6115547,LOS ANGELES,PUBLIC,LYNWOOD UNIFIED,LYNWOOD,LYNWOOD MIDDLE,474,473,100,1,0,0,0,Y
6020309,LOS ANGELES,PUBLIC,LYNWOOD UNIFIED,LYNWOOD,WILL ROGERS ELEMENTARY, ,,,,,,,N
6115307,LOS ANGELES,PUBLIC,MANHATTAN BEACH UNIFIED,MANHATTAN BEACH,MANHATTAN BEACH MIDDLE,471,453,96,0,0,18,4,Y
6020432,LOS ANGELES,PUBLIC,MONROVIA UNIFIED,MONROVIA,CLIFTON MIDDLE,228,223,98,0,0,5,2,Y
6020481,LOS ANGELES,PUBLIC,MONROVIA UNIFIED,MONROVIA,SANTA FE MIDDLE,219,218,100,0,0,1,0,Y
6058408,LOS ANGELES,PUBLIC,MONTEBELLO UNIFIED,BELL GARDENS,BELL GARDENS INTERMEDIATE,405,403,100,0,0,2,0,Y
6085682,LOS ANGELES,PUBLIC,MONTEBELLO UNIFIED,BELL GARDENS,SUVA INTERMEDIATE,314,312,99,0,0,2,1,Y
6020648,LOS ANGELES,PUBLIC,MONTEBELLO UNIFIED,CITY OF COMMERCE,ROSEWOOD PARK,130,126,97,0,0,4,3,Y
6058416,LOS ANGELES,PUBLIC,MONTEBELLO UNIFIED,MONTEBELLO,EASTMONT INTERMEDIATE,345,345,100,0,0,0,0,Y
6085674,LOS ANGELES,PUBLIC,MONTEBELLO UNIFIED,MONTEBELLO,LA MERCED INTERMEDIATE,414,408,99,0,0,6,1,Y
6058432,LOS ANGELES,PUBLIC,MONTEBELLO UNIFIED,MONTEBELLO,MONTEBELLO INTERMEDIATE,384,382,99,0,0,2,1,Y
6020572,LOS ANGELES,PUBLIC,MONTEBELLO UNIFIED,MONTEREY PARK,MACY INTERMEDIATE,314,307,98,0,0,7,2,Y
6110571,LOS ANGELES,PUBLIC,MOUNTAIN VIEW ELEMENTARY,EL MONTE,ALFRED S. MADRID MIDDLE,329,328,100,1,0,0,0,Y
6020705,LOS ANGELES,PUBLIC,MOUNTAIN VIEW ELEMENTARY,EL MONTE,CHARLES T. KRANZ INTERMEDIATE,369,368,100,0,0,1,0,Y
6020762,LOS ANGELES,PUBLIC,MOUNTAIN VIEW ELEMENTARY,EL MONTE,MONTE VISTA ELEMENTARY,62,62,100,0,0,0,0,Y
6020846,LOS ANGELES,PUBLIC,NORWALK-LA MIRADA UNIFIED,LA MIRADA,ARLIE F. HUTCHINSON MIDDLE,168,158,94,0,0,10,6,Y
6116347,LOS ANGELES,PUBLIC,NORWALK-LA MIRADA UNIFIED,LA MIRADA,LOS COYOTES MIDDLE,223,217,97,0,0,6,3,Y
6021125,LOS ANGELES,PUBLIC,NORWALK-LA MIRADA UNIFIED,LA MIRADA,REGINALD M. BENTON MIDDLE,193,185,96,0,0,8,4,Y
6020887,LOS ANGELES,PUBLIC,NORWALK-LA MIRADA UNIFIED,NORWALK,CORVALLIS MIDDLE,261,258,99,3,1,0,0,Y
6021042,LOS ANGELES,PUBLIC,NORWALK-LA MIRADA UNIFIED,NORWALK,LOS ALISOS MIDDLE,409,405,99,1,0,3,1,Y
6021075,LOS ANGELES,PUBLIC,NORWALK-LA MIRADA UNIFIED,NORWALK,NETTIE L. WAITE MIDDLE,239,238,100,0,0,1,0,Y
0112714,LOS ANGELES,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,ANTELOPE VALLEY LEARNING ACADEMY,21,14,67,0,0,7,33,Y
6105613,LOS ANGELES,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,CACTUS MIDDLE,417,413,99,0,0,4,1,Y
0126268,LOS ANGELES,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,DAVID G. MILLEN INTERMEDIATE,245,240,98,0,0,5,2,Y
0105981,LOS ANGELES,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,DESERT WILLOW INTERMEDIATE,239,238,100,0,0,1,0,Y
6119580,LOS ANGELES,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,GUIDANCE CHARTER,114,114,100,0,0,0,0,Y
6104145,LOS ANGELES,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,JUNIPER INTERMEDIATE,300,299,100,0,0,1,0,Y
6119143,LOS ANGELES,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,LOS AMIGOS,120,119,99,0,0,1,1,Y
0125377,LOS ANGELES,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,PALMDALE AEROSPACE ACADEMY,213,212,100,0,0,1,0,Y
6111546,LOS ANGELES,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,PALMDALE LEARNING PLAZA,91,90,99,0,0,1,1,Y
6115281,LOS ANGELES,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,SHADOW HILLS INTERMEDIATE,429,429,100,0,0,0,0,Y
0102269,LOS ANGELES,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,YELLEN LEARNING CENTER,14,14,100,0,0,0,0,Y
6021257,LOS ANGELES,PUBLIC,PALOS VERDES PENINSULA UNIFIED,PALOS VERDES ESTATES,PALOS VERDES INTERMEDIATE,369,345,94,0,0,24,7,Y
6021331,LOS ANGELES,PUBLIC,PALOS VERDES PENINSULA UNIFIED,RANCHO PALOS VERDES,MIRALESTE INTERMEDIATE,280,253,90,0,0,27,10,Y
6117584,LOS ANGELES,PUBLIC,PALOS VERDES PENINSULA UNIFIED,RANCHO PALOS VERDES,RIDGECREST INTERMEDIATE,327,298,91,0,0,29,9,Y
0120378,LOS ANGELES,PUBLIC,PARAMOUNT UNIFIED,LAKEWOOD,PARAMOUNT ALTERNATIVE EDUCATION CENTER, ,,,,,,,N
0119446,LOS ANGELES,PUBLIC,PARAMOUNT UNIFIED,PARAMOUNT,ALONDRA MIDDLE,314,312,99,0,0,2,1,Y
6114615,LOS ANGELES,PUBLIC,PARAMOUNT UNIFIED,PARAMOUNT,FRANK J. ZAMBONI,305,305,100,0,0,0,0,Y
0102681,LOS ANGELES,PUBLIC,PARAMOUNT UNIFIED,PARAMOUNT,LEONA JACKSON,198,194,98,0,0,4,2,Y
0119438,LOS ANGELES,PUBLIC,PARAMOUNT UNIFIED,PARAMOUNT,PARAMOUNT PARK MIDDLE,260,260,100,0,0,0,0,Y
1996107,LOS ANGELES,PUBLIC,PARAMOUNT UNIFIED,PARAMOUNT,PARAMOUNT UNIFIED COMMUNITY DAY, ,,,,,,,N
6021414,LOS ANGELES,PUBLIC,PARAMOUNT UNIFIED,SOUTH GATE,HOLLYDALE,126,125,99,0,0,1,1,Y
6058465,LOS ANGELES,PUBLIC,PASADENA UNIFIED,ALTADENA,CHARLES W. ELIOT MIDDLE,205,204,100,0,0,1,0,Y
0128017,LOS ANGELES,PUBLIC,PASADENA UNIFIED,ALTADENA,PASADENA ROSEBUD ACADEMY MIDDLE,13,4,31,0,0,9,69,Y
0113464,LOS ANGELES,PUBLIC,PASADENA UNIFIED,PASADENA,AVESON GLOBAL LEADERSHIP ACADEMY,81,76,94,5,6,0,0,Y
1931062,LOS ANGELES,PUBLIC,PASADENA UNIFIED,PASADENA,BLAIR HIGH,138,137,99,0,0,1,1,Y
1931674,LOS ANGELES,PUBLIC,PASADENA UNIFIED,PASADENA,MARSHALL FUNDAMENTAL,340,333,98,1,0,6,2,Y
6120265,LOS ANGELES,PUBLIC,PASADENA UNIFIED,PASADENA,MCKINLEY,123,119,97,0,0,4,3,Y
6021752,LOS ANGELES,PUBLIC,PASADENA UNIFIED,PASADENA,WASHINGTON MIDDLE,161,161,100,0,0,0,0,Y
6058499,LOS ANGELES,PUBLIC,PASADENA UNIFIED,PASADENA,WOODROW WILSON MIDDLE,187,186,99,1,1,0,0,Y
0127746,LOS ANGELES,PUBLIC,PASADENA UNIFIED,SIERRA MADRE,SIERRA MADRE MIDDLE,126,121,96,1,1,4,3,Y
6021836,LOS ANGELES,PUBLIC,POMONA UNIFIED,DIAMOND BAR,GOLDEN SPRINGS ELEMENTARY,49,49,100,0,0,0,0,Y
6066781,LOS ANGELES,PUBLIC,POMONA UNIFIED,DIAMOND BAR,LORBEER MIDDLE,336,335,100,1,0,0,0,Y
0111054,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,CORTEZ ELEMENTARY,92,92,100,0,0,0,0,Y
6058507,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,EMERSON MIDDLE,237,237,100,0,0,0,0,Y
6061634,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,FREMONT ACADEMY OF ENGINEERING AND DESIGN,210,209,100,0,0,1,0,Y
6021851,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,HARRISON ELEMENTARY,58,58,100,0,0,0,0,Y
6021885,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,LEXINGTON ELEMENTARY,62,62,100,0,0,0,0,Y
6058515,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,MARSHALL MIDDLE,228,227,100,0,0,1,0,Y
6061642,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,PALOMARES ACADEMY OF HEALTH SCIENCE,143,143,100,0,0,0,0,Y
6021950,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,SAN JOSE ELEMENTARY,71,70,99,0,0,1,1,Y
6058523,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,SIMONS MIDDLE,362,360,99,0,0,2,1,Y
6108914,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,VEJAR ELEMENTARY,100,100,100,0,0,0,0,Y
6021992,LOS ANGELES,PUBLIC,REDONDO BEACH UNIFIED,REDONDO BEACH,ADAMS MIDDLE,306,293,96,0,0,13,4,Y
6022081,LOS ANGELES,PUBLIC,REDONDO BEACH UNIFIED,REDONDO BEACH,PARRAS (NICK G.) MIDDLE,365,341,93,1,0,23,6,Y
6022198,LOS ANGELES,PUBLIC,ROSEMEAD ELEMENTARY,ROSEMEAD,MUSCATEL MIDDLE,280,277,99,0,0,3,1,Y
6022214,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,ROWLAND HEIGHTS,ALVARADO INTERMEDIATE,386,385,100,0,0,1,0,Y
0120600,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,SIMI VALLEY,IQ ACADEMY CALIFORNIA-LOS ANGELES,43,41,95,0,0,2,5,Y
6103352,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,WALNUT,STANLEY G. OSWALT ACADEMY,128,127,99,0,0,1,1,Y
6022404,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,WALNUT,YBARRA ACADEMY FOR THE ARTS AND TECHNOLOGY,71,68,96,0,0,3,4,Y
6022248,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,WEST COVINA,GIANO INTERMEDIATE,351,349,99,0,0,2,1,Y
0125005,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,WEST COVINA,TELESIS ACADEMY OF SCIENCE & MATH,175,175,100,0,0,0,0,Y
1995422,LOS ANGELES,PUBLIC,SAN ANTONIO ROP,POMONA,SAN ANTONIO ROP, ,,,,,,,N
6022438,LOS ANGELES,PUBLIC,SAN GABRIEL UNIFIED,SAN GABRIEL,JEFFERSON MIDDLE,372,366,98,1,0,5,1,Y
